,gameID,HomeAway,Outcome,goals,pim,shots,powerPlayPercentage,powerPlayGoals,powerPlayOpportunities,faceOffWinPercentage,blocked,takeaways,giveaways,hits,OPPgoals,OPPpim,OPPshots,OPPpowerPlayPercentage,OPPpowerPlayGoals,OPPpowerPlayOpportunities,OPPfaceOffWinPercentage,OPPblocked,OPPtakeaways,OPPgiveaways,OPPhits
103,2015020339,Home,,2,6,27,0,0,1,48,13,4,3,24,2,6,25,0,0,1,52,8,0,3,34
104,2015020354,Away,Win,2,14,32,0,0,5,53.8,10,2,5,17,1,16,29,0,0,4,46.2,15,2,9,21
105,2015020363,Away,Win,3,6,23,0,0,1,40.3,16,6,3,19,1,2,30,0,0,3,59.7,8,7,10,13
106,2015020378,Away,Win,2,6,16,100,1,1,40.7,21,8,7,24,1,4,33,0,0,2,59.3,6,10,9,14
107,2015020383,Away,,1,8,32,0,0,2,37.5,14,4,3,15,1,4,23,0,0,4,62.5,14,8,10,34
108,2015020400,Away, loss,2,10,36,0,0,2,70,6,8,7,23,4,10,18,0,0,2,30,11,5,6,28
109,2015020412,Home, loss,2,20,27,0,0,4,46.3,8,5,4,29,4,8,23,40,2,5,53.7,12,7,4,30
110,2015020423,Home,Win,4,14,26,16.7,1,6,54.1,16,5,4,14,1,25,21,0,0,5,45.9,10,5,2,31
111,2015020435,Away, loss,1,8,27,0,0,1,43.9,13,4,18,25,3,8,25,100,1,1,56.1,11,4,7,25
112,2015020454,Away,Win,5,10,17,0,0,3,52.4,10,4,8,19,1,8,34,0,0,4,47.6,7,5,12,23
113,2015020467,Away,Win,5,6,26,33.3,1,3,47.4,5,5,1,15,1,6,16,33.3,1,3,52.6,2,0,5,20
114,2015020479,Away,Win,2,4,18,0,0,3,60.3,15,11,3,12,0,6,24,0,0,2,39.7,10,17,10,17
115,2015020493,Home,,4,4,42,50,2,4,51.9,4,5,1,28,4,8,34,0,0,2,48.1,9,3,1,31
116,2015020511,Home,,1,4,40,0,0,5,48.4,4,8,3,31,1,10,16,50,1,2,51.6,14,1,4,34
117,2015020527,Home,Win,3,15,32,0,0,6,60,7,10,9,33,2,19,17,25,1,4,40,17,5,3,34
118,2015020545,Home,Win,3,13,30,20,1,5,40.6,2,5,3,32,1,17,30,33.3,1,3,59.4,6,3,6,28
119,2015020572,Home,Win,3,17,20,25,1,4,33.3,16,7,5,21,0,15,40,0,0,5,66.7,3,6,4,38
120,2015020580,Home,Win,2,8,29,0,0,5,37.7,7,2,5,33,1,10,40,0,0,4,62.3,8,5,2,26
121,2015020589,Away,Win,5,12,27,0,0,1,48.4,12,3,7,8,1,4,32,20,1,5,51.6,9,2,7,13
122,2015020602,Away,Win,3,8,16,0,0,4,35.2,25,12,10,30,2,8,32,0,0,4,64.8,14,8,12,30
123,2015020629,Away,Win,2,31,14,0,0,0,57.8,23,8,11,37,1,15,25,0,0,3,42.2,12,9,16,29
124,2015020632,Away,Overtime Loss,2,8,28,0,0,1,60.6,12,2,3,20,3,2,30,25,1,4,39.4,9,6,10,18
125,2015020644,Away, loss,0,4,15,0,0,2,46.3,11,5,9,8,6,4,36,0,0,2,53.7,16,9,14,14
126,2015020672,Away, loss,1,9,27,0,0,5,47.2,11,3,6,20,3,15,32,0,0,2,52.8,10,11,6,19
127,2015020677,Home, loss,2,7,33,0,0,4,47.6,8,2,8,33,4,13,24,0,0,1,52.4,7,10,6,37
128,2015020707,Home,Win,4,11,32,0,0,3,49,7,7,5,27,0,13,27,0,0,2,51,9,6,8,18
129,2015020714,Home,Win,5,10,35,25,1,4,52.2,9,3,4,24,2,8,40,20,1,5,47.8,7,3,5,20
130,2015020736,Home,Win,5,16,27,40,2,5,48.3,12,8,4,22,1,22,23,0,0,2,51.7,5,5,3,36
131,2015020749,Away,Win,5,16,19,50,2,4,47.8,16,7,5,11,2,8,38,0,0,8,52.2,3,8,18,25
132,2015020764,Home,Win,6,18,33,50,2,4,59.3,14,8,6,20,3,12,39,28.6,2,7,40.7,8,5,7,21
133,2015020781,Home,Overtime Loss,2,10,44,20,1,5,49.3,11,8,7,28,3,10,35,20,1,5,50.7,7,1,0,30
134,2015020793,Away, loss,0,15,23,0,0,5,54.4,6,2,5,19,3,17,31,25,1,4,45.6,8,5,8,18
135,2015020795,Away,Win,7,37,35,0,0,1,55.2,13,0,5,15,4,31,34,50,2,4,44.8,7,4,5,16
136,2015020823,Home, loss,3,4,32,0,0,3,44.4,7,8,9,31,5,8,28,100,1,1,55.6,7,3,11,29
137,2015020827,Home, loss,0,16,22,0,0,4,44.8,13,12,17,24,5,18,28,66.7,2,3,55.2,7,5,9,34
138,2015020842,Home,,1,4,28,0,0,3,53.2,14,12,10,34,1,6,32,0,0,2,46.8,14,10,9,25
139,2015020863,Home,,1,8,20,0,0,1,51.8,16,9,20,31,1,2,18,0,0,4,48.2,8,6,8,18
140,2015020877,Home,Win,3,8,32,25,1,4,71.7,14,8,15,27,1,8,30,25,1,4,28.3,16,6,12,30
141,2015020909,Home,Win,3,6,25,25,1,4,41.2,12,12,9,18,2,10,24,33.3,1,3,58.8,13,9,11,22
142,2015020923,Away,,3,13,31,16.7,1,6,46.3,13,2,5,9,3,17,25,25,1,4,53.7,16,3,5,19
143,2015020932,Away, loss,1,14,18,33.3,1,3,44.1,8,3,8,26,3,10,27,20,1,5,55.9,13,9,6,14
144,2015020949,Away,Win,3,8,22,33.3,1,3,60.4,14,3,10,12,2,6,32,0,0,4,39.6,12,6,7,18
145,2015020962,Away, loss,2,6,40,0,0,3,49,5,7,2,14,3,6,26,33.3,1,3,51,19,8,4,23
146,2015020978,Away, loss,1,13,33,0,0,5,37.3,8,1,4,24,5,17,26,33.3,1,3,62.7,14,8,1,28
147,2015020988,Home,Overtime Loss,4,23,51,25,1,4,58.5,10,11,9,19,5,17,32,0,0,2,41.5,16,5,7,22
148,2015021010,Home,Win,6,6,31,0,0,2,61.4,13,15,10,29,2,6,28,0,0,2,38.6,7,8,9,18
149,2015021023,Home,,4,10,29,33.3,1,3,50.6,14,9,15,16,4,6,26,20,1,5,49.4,7,10,15,19
150,2015021033,Away, loss,2,21,25,50,1,2,52.8,15,6,8,19,3,11,28,0,0,2,47.2,18,5,19,24
151,2015021043,Away,Win,4,14,36,25,1,4,60.9,13,1,9,31,1,20,28,0,0,0,39.1,17,2,14,36
152,2015021056,Away,Win,4,4,32,25,1,4,42.9,23,13,11,9,1,8,33,0,0,2,57.1,14,11,4,20
153,2015021072,Home, loss,3,13,26,0,0,3,54.5,5,6,14,18,5,13,30,66.7,2,3,45.5,9,5,10,14
154,2015021086,Away, loss,2,8,27,100,1,1,37.5,11,5,7,19,4,6,32,50,1,2,62.5,15,13,16,17
155,2015021101,Away,Win,4,8,36,0,0,4,52.6,15,5,1,19,1,8,35,0,0,4,47.4,11,6,15,19
156,2015021122,Away,Win,5,12,27,25,1,4,52.6,14,5,8,22,2,10,35,40,2,5,47.4,11,4,12,22
157,2015021144,Home, loss,2,10,34,0,0,3,53.3,7,9,18,14,5,8,29,75,3,4,46.7,4,12,5,10
158,2015021157,Home,Win,3,12,40,0,0,4,61.8,5,5,12,17,2,8,25,16.7,1,6,38.2,16,5,6,21
159,2015021172,Home,Win,4,2,39,50,1,2,52.9,7,14,9,20,3,4,28,0,0,1,47.1,8,10,9,20
160,2015021185,Away,Win,4,4,36,0,0,5,60.5,7,14,6,24,3,10,26,50,1,2,39.5,17,13,5,24
161,2015021192,Away,Win,4,12,19,40,2,5,54.2,15,6,16,10,1,10,33,16.7,1,6,45.8,8,8,13,18
162,2015021208,Away, loss,1,6,34,0,0,1,38.3,10,4,8,23,3,4,23,50,1,2,61.7,19,1,4,22
163,2015021221,Home,Win,5,6,21,0,0,2,38.6,7,8,14,12,2,6,28,50,1,2,61.4,6,8,14,8
164,2016020010,Home,Win,2,14,34,0,0,3,53.6,4,10,13,20,1,16,24,0,0,2,46.4,16,8,15,18
165,2016020020,Home,Win,4,6,38,0,0,2,44.9,15,16,15,14,1,6,22,0,0,2,55.1,8,5,6,11
166,2016020042,Away,,3,8,31,0,0,3,53.1,7,11,5,19,3,8,28,0,0,3,46.9,7,8,11,15
167,2016020056,Home, loss,2,2,28,25,1,4,56.4,8,16,5,14,4,8,29,0,0,1,43.6,14,4,2,17
168,2016020068,Home,Win,5,11,38,16.7,1,6,50.8,4,7,7,16,2,17,28,33.3,1,3,49.2,8,5,12,21
169,2016020086,Away, loss,2,4,22,25,1,4,52.8,20,5,3,27,3,8,22,50,1,2,47.2,20,5,3,27
170,2016020101,Away, loss,2,6,31,33.3,1,3,47.4,13,17,12,29,3,8,28,0,0,2,52.6,14,11,9,19
171,2016020113,Away, loss,0,8,33,0,0,4,44.8,5,2,9,10,3,8,25,50,2,4,55.2,9,3,1,9
172,2016020124,Away,Win,5,10,24,25,1,4,35.6,12,2,8,26,2,8,36,40,2,5,64.4,5,4,9,17
173,2016020136,Home, loss,1,20,34,0,0,7,44.9,9,13,9,14,2,26,26,0,0,3,55.1,20,11,4,16
174,2016020152,Home,Win,4,10,31,66.7,2,3,50,8,11,6,17,3,8,34,25,1,4,50,11,2,7,13
